8.3 2000
350 200
194 739 30 30

Coordinates
1            3            3            5
2         2.25            3            5
3            3         2.25            5
4            3            3          4.2
5       2.6148       2.5194       4.3297
6        1.875       2.3072            5
7        1.875            3       4.3072
8            3        1.875       4.3072
9       2.1797       2.0713       4.4042
10       2.3364       1.7136            5
11          1.5            3            5
12            3          1.5            5
13            3       2.2968        3.631
14       2.2968            3        3.631
15       2.5627       2.1305       3.7672
16            3            3          3.4
17       2.6157       1.5105       4.3892
18       1.9674       2.2777       3.7374
19       1.4369       2.5949        4.214
20       2.4614       2.5235       3.3472
21       2.2466       1.5034       4.0229
22        1.125       2.3072            5
23            3        1.125       4.3072
24       2.3072        1.125            5
25        1.125            3       4.3072
26            3          1.5       3.6144
27          1.5            3       3.6144
28       1.8516       1.3341        4.482
29       1.4783       1.4705            5
30            3       2.0747       3.0002
31       2.0747            3       3.0002
32            3         0.75            5
33         0.75            3            5
34       1.3023       2.5096       3.5612
35         1.38       1.7454       3.9979
36       1.8147       2.4212       3.0522
37       2.3885        1.457       3.3328
38       2.2207       1.9381       3.0343
39            3            3          2.6
40       2.1434      0.83878       4.3581
41      0.79926       2.1214       4.4156
42        1.512       1.7539       3.4884
43       1.1889        1.349       4.5669
44       1.4457       1.2758       4.0977
45       1.9844       1.0903       3.7245
46       2.3762       2.4859       2.6213
47      0.65337       1.7537            5
48            3      0.70321        3.631
49      0.70321            3        3.631
50       1.7364      0.64069            5
51            3       2.2968        2.369
52       2.2968            3        2.369
53       1.7609       1.2631       3.1832
54      0.81495        1.968       3.5134
55            3      0.92909       3.0014
56      0.92587            3            3
57       2.3109        2.007       2.3599
58        1.124       2.2359       2.9085
59      0.66356       1.2407            5
60       1.6722       1.8215       2.6614
61       2.3089       0.7963         3.14
62        1.125      0.69282            5
63            3            0            5
64            0            3            5
65       1.0739       1.2336       3.4994
66            3          1.5       2.3856
67          1.5            3       2.3856
68      0.50171        1.724       3.8931
69      0.43898       1.4981        4.426
70       1.4538       0.4445       4.4037
71            0         2.25            5
72         2.25            0            5
73      0.82015      0.88671       4.4085
74            0            3          4.2
75            3            0          4.2
76       2.4461       2.5556       1.9436
77        2.391       1.2391       2.4557
78       1.4243       2.4846       2.3082
79            3            3          1.8
80        1.062       1.5083        2.912
81       1.6589       0.5471       3.3608
82        1.875            0       4.3072
83            0        1.875       4.3072
84        1.023      0.64126        3.848
85      0.58847       2.3744       2.8187
86      0.37119       1.2119       3.9383
87          1.5            0            5
88            0          1.5            5
89        2.599      0.38971       2.9095
90       2.2968            0        3.631
91            0       2.2968        3.631
92            0            3          3.4
93            3            0          3.4
94       2.4751      0.64027       2.6086
95            3      0.70321        2.369
96      0.70321            3        2.369
97        1.875            3       1.6928
98            3        1.875       1.6928
99       2.5087       1.4973       1.8757
100       1.0851        1.938       2.2429
101       1.8033       1.6668       1.9599
102       2.2583       2.1431       1.6443
