8.3 2000
350 200
136 216 17 17

Coordinates
1            0            3            5
2          0.2            3          4.8
3            0          2.8          4.8
4            0            3       3.7827
5            0         1.58          4.8
6         1.42            3          4.8
7            0          1.5            5
8          1.5            3            5
9         1.58            3          4.8
10            0         1.42          4.8
11      0.82522       1.4923        4.373
12          0.2            3            3
13            0          2.8            3
14            0          2.8          2.8
15          0.2            3          2.8
16            0            3       2.7516
17            0         1.58            3
18         1.42            3            3
19         1.58            3            3
20            0         1.42            3
21            0       1.5083       2.8798
22       1.5083            3       2.8736
23         1.42            3          2.8
24            0         1.58          2.8
25            0         1.42          2.8
26         1.58            3          2.8
27            0          0.2          4.8
28          2.8            3          4.8
29            3            3            5
30            0            0            5
31          0.2            0          4.8
32            3          2.8          4.8
33            0            3       1.8345
34            3            3       3.7827
35            0            0       3.7827
36            0       2.0323       1.8897
37      0.94057            3       1.8712
38         1.42            0          4.8
39            3         1.58          4.8
40            3       1.4975            5
41       1.5025            0            5
42         1.58            0          4.8
43            3         1.42          4.8
44            0          0.2            3
45          2.8            3            3
46          2.8            3          2.8
47            0          0.2          2.8
48          0.2            0            3
49            3          2.8            3
50      0.70955       1.9925       1.5249
51       2.0323            3       1.8885
52          0.2            0          2.8
53            3          2.8          2.8
54            0      0.94057       1.8723
55       2.1292       2.3058       1.9958
56            0            0       2.7516
57            3            3       2.7516
58          0.2            3          1.2
59            0          2.8          1.2
60            3         1.58            3
61         1.42            0            3
62            3         1.42            3
63         1.58            0            3
64       1.4917            0       2.8736
65            3       1.4917       2.8736
66         1.42            0          2.8
67            3         1.58          2.8
68            0            3            1
69         1.58            0          2.8
70            3         1.42          2.8
71         1.42            3          1.2
72            0         1.58          1.2
73            0        2.242            1
74      0.75967            3            1
75            3          0.2          4.8
76          2.8            0          4.8
77         1.58            3          1.2
78            0         1.42          1.2
79            3            0            5
80            0       1.5029            1
81       1.5029            3            1
82            3            3       1.8345
83            0            0       1.8345
84      0.42262       2.5774      0.64782
85            3            0       3.7821
86      0.96769            0       1.8888
87            3       2.0594       1.8712
88       1.8911       2.0955       1.0024
89          2.8            0            3
90            3          0.2            3
91            0      0.75967            1
92        2.242            3            1
93       1.1119      0.85763       1.0874
94          2.8            0          2.8
95            3          0.2          2.8
96       2.3919      0.46666       1.8972
97            0          0.2          1.2
98          2.8            3          1.2
99            3      0.96769       1.8902
100       2.0594            0        1.873
101            3            0       2.7567
102      0.81413       2.1859      0.32156
103          0.2            0          1.2
104            3          2.8          1.2
105       2.1539      0.83977       1.1389
106       1.4098       1.5002      0.51905
107      0.80565       1.5006      0.32862
108       1.5006       2.1943      0.32862
109            3            3            1
110            0            0            1
111         1.42            0          1.2
112            3         1.58          1.2
113      0.75795            0            1
114            3       2.2403            1
115       2.5774       2.5774      0.64782
116      0.42262      0.42262      0.64782
117         1.58            0          1.2
118            3         1.42          1.2
119       1.4971            0            1
120            3       1.4971            1
121       2.1859       2.1859      0.32156
122      0.81413      0.81413      0.32156
123          1.2          1.8            0
124            3            0       1.8399
125       1.4994      0.80565      0.32862
126       2.1943       1.4994      0.32862
127          1.2          1.2            0
128          1.8          1.8            0
129       2.2403            0            1
130            3      0.75795            1
131          2.8            0          1.2
132            3          0.2          1.2
133       2.1859      0.81413      0.32156
134          1.8          1.2            0
135       2.5774      0.42262      0.64782
136            3            0            1
EndCoordinates

Elements
1 127 123 107 106
2 128 134 126 106
3 123 128 108 106
4 134 127 125 106
5 123 107 106 102
6 107 127 106 122
7 127 123 106 128
8 134 133 126 106
9 127 122 125 106
10 128 121 108 106
11 102 123 108 106
12 133 134 125 106
13 121 128 126 106
14 134 127 106 128
15 84 68 73 74
16 115 109 92 114
17 116 110 113 91
18 135 136 130 129
19 107 106 102 50
20 106 107 122 50
21 122 125 106 93
22 122 125 93 119
23 108 102 106 50
24 125 106 93 133
25 73 84 74 50
26 92 115 114 88
27 92 115 88 81
28 115 114 88 120
29 113 116 91 119
30 130 135 129 105
31 130 135 105 120
32 135 129 105 119
33 102 107 50 80
34 121 108 106 88
35 121 108 88 81
36 133 126 106 105
37 133 126 105 120
38 126 121 106 88
39 126 121 88 120
40 84 73 80 50
41 73 80 50 36
42 68 73 74 33
43 109 92 114 82
44 110 113 91 83
45 136 130 129 124
46 91 116 80 93
47 74 84 81 50
48 106 122 93 50
49 108 106 88 50
50 93 125 133 119
51 114 120 87 88
52 74 81 37 50
53 91 80 54 93
54 119 100 129 105
55 81 92 51 88
56 113 86 119 91
57 120 130 99 105
58 107 50 80 122
59 126 106 105 88
60 93 106 50 88
61 108 102 50 81
62 106 133 105 93
63 105 106 93 88
64 133 105 93 119
65 105 93 119 100
66 91 116 93 119
67 114 92 88 55
68 129 130 105 96
69 114 87 82 55
70 87 82 55 57
71 114 87 55 88
72 82 55 57 51
73 82 55 51 92
74 55 51 92 88
75 74 37 33 36
76 91 54 83 86
77 87 55 88 99
78 100 124 129 96
79 100 124 96 101
80 129 100 96 105
81 124 96 101 99
82 124 96 99 130
83 96 99 130 105
84 100 96 105 93
85 105 126 88 120
86 50 73 36 74
87 82 55 92 114
88 124 96 130 129
89 55 51 88 21
90 96 99 105 21
91 80 50 36 54
92 93 122 119 116
93 93 122 116 80
94 50 102 80 84
95 50 102 84 81
96 113 83 86 91
97 36 73 33 74
98 108 88 81 50
99 88 121 81 115
100 88 121 115 120
101 105 133 120 135
102 105 133 135 119
103 122 93 50 80
104 55 87 57 65
105 96 100 101 64
106 55 57 51 22
107 96 101 99 21
108 56 83 54 86
109 16 33 37 36
110 81 51 37 88
111 120 99 87 88
112 86 100 119 93
113 119 86 93 91
114 80 50 54 93
115 51 55 22 21
116 96 100 64 21
117 55 87 65 99
118 88 105 120 99
119 86 64 100 21
120 37 51 22 21
121 54 36 21 50
122 96 105 93 21
123 93 105 88 21
124 54 91 93 86
125 37 74 50 36
126 100 96 93 21
127 86 100 93 21
128 37 81 88 50
129 50 54 93 21
130 50 93 88 21
131 86 56 64 21
132 65 99 101 21
133 21 36 16 37
134 54 56 86 21
135 37 22 16 21
136 50 37 36 21
137 51 37 88 50
138 93 54 86 21
