8.3 2000
350 200
9616 50525 370 371

Coordinates
1            0            0            1
2            0     0.058824            1
3     0.058824            0            1
4            0            0      0.94118
5     0.025826     0.053248       0.9584
6     0.059932     0.036695      0.96823
7     0.081712     0.049335            1
8            0     0.049335      0.91829
9     0.051709            0      0.91686
10     0.056465     0.096027            1
11            0     0.096027      0.94353
12      0.04757     0.067762       0.9205
13      0.10034            0      0.94097
14            0      0.11765            1
15      0.11765            0            1
16            0            0      0.88235
17      0.05275      0.10559      0.96493
18       0.0908      0.03603      0.91831
19     0.093998     0.084147      0.94047
20     0.053106     0.038223      0.87496
21     0.017489      0.14419      0.98086
22      0.11356     0.095217            1
23            0     0.095217      0.88644
24      0.14377     0.045945            1
25            0     0.045945      0.85623
26      0.13138     0.046977      0.93527
27      0.10059            0      0.88297
28     0.050496            0      0.85371
29     0.062989      0.11807      0.91415
30     0.069095      0.14615            1
31            0      0.14615      0.93091
32     0.087923     0.079291      0.88821
33      0.14969            0        0.929
34     0.027454      0.13473      0.90598
35      0.09585      0.13382      0.95355
36     0.044382      0.10058      0.86756
37      0.11101     0.034237      0.87252
38            0      0.17647            1
39            0            0      0.82353
40      0.17647            0            1
41        0.139      0.10309      0.95588
42     0.043231     0.030471      0.82653
43     0.053669      0.16326      0.94062
44      0.11521      0.11184      0.91143
45      0.17441     0.037621      0.94054
46     0.053747     0.072322      0.83363
47      0.15726     0.030182      0.89856
48      0.14928     0.070914      0.90017
49      0.17135     0.096028            1
50            0     0.096028      0.82865
51      0.10087            0      0.82497
52     0.056272      0.19575            1
53            0      0.19575      0.94373
54     0.089776      0.12757        0.869
55      0.14314      0.14585            1
56            0      0.14585      0.85686
57      0.20016     0.045468            1
58            0     0.045468      0.79984
59     0.095017       0.1601      0.90779
60     0.020089      0.18342      0.90197
61      0.20221            0        0.946
62      0.15096            0      0.85421
63     0.050791            0      0.79571
64      0.12591     0.081394      0.85049
65     0.078174      0.19509      0.96088
66      0.11551     0.038044      0.81997
67      0.12746      0.17499      0.96126
68      0.16303      0.12999      0.92884
69      0.16027     0.035118      0.85008
70     0.071087      0.12169      0.82575
71      0.19706     0.093553      0.94666
72      0.11422      0.19612            1
73            0      0.19612      0.88578
74     0.055579      0.20246      0.91357
75     0.066152      0.17446      0.86991
76     0.028856      0.10396      0.79924
77     0.087472     0.033493      0.79119
78      0.15263      0.12494      0.87717
79      0.20106            0      0.88343
80            0      0.23529            1
81      0.23529            0            1
82            0            0      0.76471
83     0.040698      0.04998      0.77266
84     0.077058     0.085303      0.78794
85      0.11808      0.13935      0.84184
86      0.21052     0.043742      0.88949
87      0.13544       0.1808      0.90924
88      0.21953     0.074932      0.91825
89      0.23661     0.059696       0.9563
90      0.20075      0.14602            1
91            0      0.14602      0.79925
92     0.049363      0.23856      0.95178
93      0.22935     0.095585            1
94            0     0.095585      0.77065
95     0.037318      0.16033      0.81275
96      0.18858     0.084338       0.8576
97      0.15125            0      0.79621
98      0.10117            0      0.76697
99      0.15666     0.068688       0.8093
100     0.080784      0.24446            1
101            0      0.24446      0.91922
102      0.17673      0.17931      0.94236
103     0.037775      0.21889      0.86654
104      0.20758      0.11794      0.89472
105      0.17221      0.19604            1
106            0      0.19604      0.82779
107      0.15236      0.11921      0.82454
108     0.096453      0.23267      0.92838
109      0.24854            0      0.91756
110      0.25816     0.045275            1
111            0     0.045275      0.74184
112      0.21407      0.14242      0.93544
